in-out/out - d:\Ринат\Ринат снимки с чипоскопа в 516 от 2024\19.05.2025 Воспроизводимость\(1) 20 мин, КС+, 2500мс.spe;;;;;;;;;;;;
17187,3047;446,8601;12772,8604;832,8601;278,1934;993,0823;639,3046;779,5268;853,749;449,3045;481,749;423,9712;17975,084
231,5268;473,3045;12924,415;833,3046;283,749;1050,86;767,5268;919,0823;985,749;490,4156;495,5268;458,6379;319,5268
239,0823;508,8601;13549,5264;881,0823;285,749;1239,9712;735,0823;884,6379;1142,6378;500,8601;514,6379;453,9712;340,6379
711,9712;501,5268;14109,749;959,749;310,4156;1356,86;748,8601;962,4156;1128,1934;537,3046;499,0823;503,5268;333,9712
310,8601;25701,3047;13448,6377;20541,3047;8518,1934;19569,5273;4088,4158;346,4156;326,6379;311,0823;6534,8599;321,0823;345,0823
264,8601;26361,75;14479,5264;20753,75;8425,082;18416,8613;4293,9712;379,5268;317,749;355,0823;6993,3042;353,9712;325,0823
277,9712;25213,3047;15531,3047;20425,5273;8616,6377;22903,5273;4843,5264;514,6379;343,5268;361,5268;6816,8599;360,8601;334,4156
22703,75;27168,6387;16658,6387;22391,5273;9005,082;23874,1934;5133,3042;486,1934;745,3046;381,3045;6675,082;354,4156;36570,4141
180;;;;;;;;;;;;
